Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords
The Palgrave Handbook of the Public Servant,,,,10.1007/978-3-030-29980-4,Prof. Helen SullivanProf. Helen DickinsonHayley Henderson,2021,http://link.springer.com/referencework/10.1007/978-3-030-29980-4,ReferenceWork,,
Integrity and Ethics in Public Service and Among Public Servants: An Introduction,The Palgrave Handbook of the Public Servant,,,10.1007/978-3-030-29980-4_110,Helen Sullivan,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-29980-4_110,ReferenceWorkEntry,,
The Twenty-First-Century Public Servant: A Developing Country Perspective,The Palgrave Handbook of the Public Servant,,,10.1007/978-3-030-29980-4_31,Assel Mussagulova,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-29980-4_31,ReferenceWorkEntry,,
The Challenges and Benefits of Stewarding Disruptive Technology,The Palgrave Handbook of the Public Servant,,,10.1007/978-3-030-29980-4_56,Catherine SmithHelen DickinsonNicole CareyGemma Carey,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-29980-4_56,ReferenceWorkEntry,,
Being Good to Do Good: Public Servants and Public Ethics in the Twenty-First Century,The Palgrave Handbook of the Public Servant,,,10.1007/978-3-030-29980-4_61,Barry Quirk,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-29980-4_61,ReferenceWorkEntry,,
Should an Ethical Public Servant Nudge?,The Palgrave Handbook of the Public Servant,,,10.1007/978-3-030-29980-4_68,Colette Einfeld,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-29980-4_68,ReferenceWorkEntry,,
Geriatric Gastroenterology,,,,10.1007/978-3-030-30192-7,MD C. S. PitchumoniMD T.S. Dharmarajan,2021,http://link.springer.com/referencework/10.1007/978-3-030-30192-7,ReferenceWork,,
Ethical Issues in Geriatric Gastroenterology,Geriatric Gastroenterology,,,10.1007/978-3-030-30192-7_4,Cynthia L. VuittonetT. Patrick HillT. S. DharmarajanC. S. Pitchumoni,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-30192-7_4,ReferenceWorkEntry,,
"Emergency Medicine, Trauma and Disaster Management",Hot Topics in Acute Care Surgery and Trauma,,,10.1007/978-3-030-34116-9,Prof. Dr. Emmanouil PikoulisDr. Jay Doucet,2021,http://link.springer.com/book/10.1007/978-3-030-34116-9,Book,,
Current Ethical Dilemmas and Code of Conduct in Disasters,"Emergency Medicine, Trauma and Disaster Management",,,10.1007/978-3-030-34116-9_45,Boris E. Sakakushev,2021,http://link.springer.com/chapter/10.1007/978-3-030-34116-9_45,Chapter,,
"Knowledge, Innovation, and Impact: A Guide for the Engaged Health Researcher","International Perspectives on Social Policy, Administration, and Practice",,,10.1007/978-3-030-34390-3,Andrew SixsmithJudith SixsmithAlex MihailidisMei Lan Fang,2021,http://link.springer.com/book/10.1007/978-3-030-34390-3,Book,,
Thinking Innovatively About Innovation Research,"Knowledge, Innovation, and Impact: A Guide for the Engaged Health Researcher",,,10.1007/978-3-030-34390-3_2,Andrew SixsmithAlex MihailidisMei Lan FangJudith Sixsmith,2021,http://link.springer.com/chapter/10.1007/978-3-030-34390-3_2,Chapter,,
Doing Research Ethically,"Knowledge, Innovation, and Impact: A Guide for the Engaged Health Researcher",,,10.1007/978-3-030-34390-3_26,Judith SixsmithAndrew Sixsmith,2021,http://link.springer.com/chapter/10.1007/978-3-030-34390-3_26,Chapter,,
Handbook of Healthcare in the Arab World,,,,10.1007/978-3-030-36811-1,Prof. Ismail Laher,2021,http://link.springer.com/referencework/10.1007/978-3-030-36811-1,ReferenceWork,,
Clinical Medical Ethics and Arab Cultural Values,Handbook of Healthcare in the Arab World,,,10.1007/978-3-030-36811-1_216,Philip Crowell,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-36811-1_216,ReferenceWorkEntry,,
"Toro-Alfonso, José Rafael",The Palgrave Biographical Encyclopedia of Psychology in Latin America,,,10.1007/978-3-030-38726-6_138-1,Irma Serrano-García,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-38726-6_138-1,ReferenceWorkEntry,,
Cognitive Training,,,,10.1007/978-3-030-39292-5,Tilo StrobachJulia Karbach,2021,http://link.springer.com/book/10.1007/978-3-030-39292-5,Book,,
The Future of Cognitive Training,Cognitive Training,,,10.1007/978-3-030-39292-5_27,Lorenza S. ColzatoBernhard Hommel,2021,http://link.springer.com/chapter/10.1007/978-3-030-39292-5_27,Chapter,,
Governing the International University,The Palgrave Handbook of Educational Leadership and Management Discourse,,,10.1007/978-3-030-39666-4_95-1,Ravinder SidhuMayumi Ishikawa,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-39666-4_95-1,ReferenceWorkEntry,,
The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,,10.1007/978-3-030-42412-1,Seung Ho ParkMaria Alejandra Gonzalez-PerezDinorá Eliete Floriani,2021,http://link.springer.com/book/10.1007/978-3-030-42412-1,Book,,
Political and Ethical Challenges of 2025: Utopian and Dystopian Views,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_12,Duane Windsor,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_12,Chapter,,
Adapting to Populism’s (Current and Future) Moment: Political Uncertainty and Business Strategy,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_13,Christopher A. HartwellTimothy M. Devinney,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_13,Chapter,,
Dynamics of Public Interest in Artificial Intelligence: ‘Business Intelligence Culture’ and Global Regulation in the Digital Era,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_14,George Gantzias,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_14,Chapter,,
Economy of Attention: Definition and Challenges for the Twenty-First Century,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_15,Santiago Giraldo-LuqueCristina Fernández-Rovira,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_15,Chapter,,
Is Stakeholder Capitalism the Answer? From Global Financial Crisis to Unfunded SDGs,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_16,Diana Piedrahita-Carvajal,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_16,Chapter,,
FDI Facilitating Sustainable Development In and Out of an Emerging Market: Is Foreign Participation a Necessary Condition for Emerging Market Firms to Catch Up Globally?,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_17,Yuanyuan Li,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_17,Chapter,,
Taming the Dark Side of the New Globalization,The Palgrave Handbook of Corporate Sustainability in the Digital Era,,,10.1007/978-3-030-42412-1_18,Larita J. Killian,2021,http://link.springer.com/chapter/10.1007/978-3-030-42412-1_18,Chapter,,
The Palgrave Handbook of Corporate Social Responsibility,,,,10.1007/978-3-030-42465-7,David CrowtherShahla Seifi,2021,http://link.springer.com/referencework/10.1007/978-3-030-42465-7,ReferenceWork,,
Artificial Intelligence and Social Responsibility,The Palgrave Handbook of Corporate Social Responsibility,,,10.1007/978-3-030-42465-7_41,Kristijan KrkačIvana Bračević,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-42465-7_41,ReferenceWorkEntry,,
The State of Social Media Research in CSR Communication,The Palgrave Handbook of Corporate Social Responsibility,,,10.1007/978-3-030-42465-7_66,Lina M. Gomez,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-42465-7_66,ReferenceWorkEntry,,
Professional Ethics and Boundaries,Tasman’s Psychiatry,,,10.1007/978-3-030-42825-9_10-1,Fernando LolasDebasish Basu,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-030-42825-9_10-1,ReferenceWorkEntry,,
The Palgrave Handbook of Digital Russia Studies,,,,10.1007/978-3-030-42855-6,Daria GritsenkoMariëlle WijermarsMikhail Kopotev,2021,http://link.springer.com/book/10.1007/978-3-030-42855-6,Book,,
Ethical Considerations in Fetal and Pediatric Cardiology,Pediatric Cardiology,,,10.1007/978-3-030-42937-9_4-1,Rupali GandhiRoxanne KirschAngira Patel,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-030-42937-9_4-1,ReferenceWorkEntry,,
"Image-Based Phenotyping, Deep Learning (DL), and Artificial Intelligence (AI) Applications in Clinical and Research Radiology and Chest Imaging",Pulmonary Functional Imaging,,,10.1007/978-3-030-43539-4_15,Vladimir I. ValtchinovJoon Beom SeoTomoyuki HidaHiroto Hatabu,2021,http://link.springer.com/chapter/10.1007/978-3-030-43539-4_15,Chapter,,
La Vie de Tchekhov: A Romanced Biography,Irène Némirovsky's Russian Influences,,,10.1007/978-3-030-44203-3_8,Marta-Laura Cenedese,2021,http://link.springer.com/chapter/10.1007/978-3-030-44203-3_8,Chapter,,
"The Palgrave Encyclopedia of Interest Groups, Lobbying and Public Affairs",,,,10.1007/978-3-030-44556-0,Phil HarrisAlberto BitontiCraig S. FleisherAnne Skorkjær Binderkrantz,2022,http://link.springer.com/referencework/10.1007/978-3-030-44556-0,ReferenceWork,,
Datasets: Configuring Their Applications in Public Affairs,"The Palgrave Encyclopedia of Interest Groups, Lobbying and Public Affairs",,,10.1007/978-3-030-44556-0_226,Craig S. Fleisher,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-44556-0_226,ReferenceWorkEntry,,
Artificial Intelligence and Machine Learning in Global Healthcare,Handbook of Global Health,,,10.1007/978-3-030-45009-0_75,Arjun PanesarHarkrishan Panesar,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-45009-0_75,ReferenceWorkEntry,,
Conflict Ethnography Goes Online: Chatnography of the Ukrainian Volunteer Battalions,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_14,Ilmari Käihkö,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_14,Chapter,,
"How I Dealt with My Ethics Committee, and Survived",The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_2,Jonathan Fisher,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_2,Chapter,,
Secrecy and Silence in Fieldwork: Reflections on Feminist Research on Violence in Latin America,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_21,Mo Hume,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_21,Chapter,,
The Politics and Practicalities of Writing,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_31,Birte VogelRoger Mac Ginty,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_31,Chapter,,
‘Each Word is Powerful’: Writing and the Ethics of Representation,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_32,Angela J. Lederach,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_32,Chapter,,
Researching Over-Researched Societies,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_4,Gráinne Kelly,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_4,Chapter,,
From Risk Aversion to Risk Management,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_8,Sophie Roborgh,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_8,Chapter,,
Researching ‘Militant Groups’,The Companion to Peace and Conflict Fieldwork,,,10.1007/978-3-030-46433-2_9,James W. McAuley,2021,http://link.springer.com/chapter/10.1007/978-3-030-46433-2_9,Chapter,,
Applied Pedagogies for Higher Education,,,,10.1007/978-3-030-46951-1,Dawn A. MorleyMd Golam Jamil,2021,http://link.springer.com/book/10.1007/978-3-030-46951-1,Book,,
A Critical Overview of Research Methods Used in Studies on Early Foreign Language Education in Pre-schools,Handbook of Early Language Education,,,10.1007/978-3-030-47073-9_9-1,Marianne NikolovRéka Lugossy,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-47073-9_9-1,ReferenceWorkEntry,,
The Main Ethical Risks of Using Artificial Intelligence in Business,"Current Achievements, Challenges and Digital Chances of Knowledge Based Economy",,,10.1007/978-3-030-47458-4_51,E. L. SidorenkoZ. I. KhisamovaU. E. Monastyrsky,2021,http://link.springer.com/chapter/10.1007/978-3-030-47458-4_51,Chapter,,
Facing Religious Ethical Claims in Post-secular Ethics Education: Challenges and Contributions,Religious Education in a Post-Secular Age,,,10.1007/978-3-030-47503-1_12,Olof Franck,2021,http://link.springer.com/chapter/10.1007/978-3-030-47503-1_12,Chapter,,
Female and Male Fertility Preservation,,,,10.1007/978-3-030-47767-7,Prof. Michael GrynbergDr. Pasquale Patrizio,2022,http://link.springer.com/book/10.1007/978-3-030-47767-7,Book,,
Social Trauma – An Interdisciplinary Textbook,,,,10.1007/978-3-030-47817-9,Andreas HamburgerCamellia HanchevaVamık D. Volkan,2021,http://link.springer.com/book/10.1007/978-3-030-47817-9,Book,,
Legal and Ethical Aspects of Social Trauma,Social Trauma – An Interdisciplinary Textbook,,,10.1007/978-3-030-47817-9_28,Saime Ozcurumez,2021,http://link.springer.com/chapter/10.1007/978-3-030-47817-9_28,Chapter,,
Ethical Aspects of Social Trauma Research,Social Trauma – An Interdisciplinary Textbook,,,10.1007/978-3-030-47817-9_31,Nikola M. Petrović,2021,http://link.springer.com/chapter/10.1007/978-3-030-47817-9_31,Chapter,,
Qualitative Approach to Social Trauma Research,Social Trauma – An Interdisciplinary Textbook,,,10.1007/978-3-030-47817-9_35,Biljana Stanković,2021,http://link.springer.com/chapter/10.1007/978-3-030-47817-9_35,Chapter,,
Artificial Intelligence and NDE Competencies,Handbook of Nondestructive Evaluation 4.0,,,10.1007/978-3-030-48200-8_24-1,Ramon S. FernandezKimberley HayesFrancisco Gayosso,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48200-8_24-1,ReferenceWorkEntry,,
Ethics in NDE 4.0: Perspectives and Possibilities,Handbook of Nondestructive Evaluation 4.0,,,10.1007/978-3-030-48200-8_61-1,Ripi SinghTracie Clifford,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48200-8_61-1,ReferenceWorkEntry,,
Peer Support to Prevent and Manage Diabetes in Underserved Communities,Handbook of Social Inclusion,,,10.1007/978-3-030-48277-0_117-1,Freya MacMillanKate A. McBrideMichele HeislerDavid Simmons,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48277-0_117-1,ReferenceWorkEntry,,
Ethics and Participatory Health Research,Handbook of Social Inclusion,,,10.1007/978-3-030-48277-0_30-1,Barbara C. GrootTineke A. Abma,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48277-0_30-1,ReferenceWorkEntry,,
Aging in the Right Place,Handbook of Social Inclusion,,,10.1007/978-3-030-48277-0_67-1,Mei Lan FangJudith SixsmithSarah L. CanhamRyan Woolrych,2021,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48277-0_67-1,ReferenceWorkEntry,,
Handbook of e-Tourism,,,,10.1007/978-3-030-48652-5,Zheng XiangMatthias FuchsUlrike GretzelWolfram Höpken,2022,http://link.springer.com/referencework/10.1007/978-3-030-48652-5,ReferenceWork,,
"Impact of Artificial Intelligence in Travel, Tourism, and Hospitality",Handbook of e-Tourism,,,10.1007/978-3-030-48652-5_110,Jacques Bulchand-Gidumal,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48652-5_110,ReferenceWorkEntry,,
Virtual Reality and the End of Tourism? A Substitution Acceptance Model,Handbook of e-Tourism,,,10.1007/978-3-030-48652-5_113,Daniel Guttentag,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48652-5_113,ReferenceWorkEntry,,
Tourists and Augmented and Virtual Reality Experiences,Handbook of e-Tourism,,,10.1007/978-3-030-48652-5_60,Jacques Bulchand-GidumalEdu William,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-48652-5_60,ReferenceWorkEntry,,
Queering Outside the (Legal) Box: LGBTIQ People in the United Kingdom,The Queer Outside in Law,,,10.1007/978-3-030-48830-7_1,Senthorun RajPeter Dunne,2021,http://link.springer.com/chapter/10.1007/978-3-030-48830-7_1,Chapter,,
Correcting Information Asymmetry Via Deep Consumer Information; Compelling Companies to Let the Sunshine In,Consumer Law and Economics,,,10.1007/978-3-030-49028-7_8,Danny Friedmann,2021,http://link.springer.com/chapter/10.1007/978-3-030-49028-7_8,Chapter,,
Ethical Dimensions of the Water-Related International Development Agenda,Ethical Water Stewardship,,,10.1007/978-3-030-49540-4_16,Zafar Adeel,2021,http://link.springer.com/chapter/10.1007/978-3-030-49540-4_16,Chapter,,
Ethics of Shaping Water Futures,Ethical Water Stewardship,,,10.1007/978-3-030-49540-4_17,Ingrid Leman StefanovicZafar Adeel,2021,http://link.springer.com/chapter/10.1007/978-3-030-49540-4_17,Chapter,,
Water Ethics in the Middle East,Ethical Water Stewardship,,,10.1007/978-3-030-49540-4_9,Ilmas Futehally,2021,http://link.springer.com/chapter/10.1007/978-3-030-49540-4_9,Chapter,,
Generating Evidence by the Use of Action Research and Participatory Action Research Approaches,Encyclopedia of Evidence in Pharmaceutical Public Health and Health Services Research in Pharmacy,,,10.1007/978-3-030-50247-8_60-2,Lotte Stig NørgaardAnna Bryndís Blöndal,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-030-50247-8_60-2,ReferenceWorkEntry,,
Algorithmic Governance and Governance of Algorithms,"Data Science, Machine Intelligence, and Law",,,10.1007/978-3-030-50559-2,Martin EbersMarta Cantero Gamito,2021,http://link.springer.com/book/10.1007/978-3-030-50559-2,Book,,
Algorithmic Governance and Governance of Algorithms: An Introduction,Algorithmic Governance and Governance of Algorithms,,,10.1007/978-3-030-50559-2_1,Marta Cantero GamitoMartin Ebers,2021,http://link.springer.com/chapter/10.1007/978-3-030-50559-2_1,Chapter,,
"Privacy, Non-Discrimination and Equal Treatment: Developing a Fundamental Rights Response to Behavioural Profiling",Algorithmic Governance and Governance of Algorithms,,,10.1007/978-3-030-50559-2_2,Niklas Eder,2021,http://link.springer.com/chapter/10.1007/978-3-030-50559-2_2,Chapter,,
The Black Box on Trial: The Impact of Algorithmic Opacity on Fair Trial Rights in Criminal Proceedings,Algorithmic Governance and Governance of Algorithms,,,10.1007/978-3-030-50559-2_3,Francesca Palmiotto,2021,http://link.springer.com/chapter/10.1007/978-3-030-50559-2_3,Chapter,,
