Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords,Date,Date Added,Date Modified,Pages,Extra,Key
Negotiating the Practicalities of Informed Consent in the Field with Children and Young People: Learning From Social Science Researchers,Research Ethics,17,4,10.1177/17470161211014941,"Sherwood, Gina; Parsons, Sarah",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,448–463,Publisher: Sage Publications,7D92ACKF
"?Grey Areas?: Ethical Challenges Posed by Social Media-Enabled Recruitment and Online Data Collection in Cross-Border, Social Science Research",Sage Publications Ltd: Research Ethics,18,1,10.1177/17470161211045557,"Bamdad, Sara; Finaughty, Devin A.; Johns, Sarah E.",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,24–38,Publisher: Sage Publications,76VDYSEN
Recruiting Pupils for a School-Based Eye Study in Nigeria: Trust and Informed Consent Concerns,Sage Publications Ltd: Research Ethics,18,1,10.1177/17470161211045772,"Maduka-Okafor, Ferdinand Chinedum; Okoye, Onochie Ike; Oguego, Ngozi; Udeh, Nnenma; Aghaji, Ada; Okoye, Obiekwe; Ezegwui, Ifeoma R.; Nwobi, Emmanuel Amaechi; Ezugwu, Euzebus; Onwasigwe, Ernest; Umeh, Rich E.; Aneji, Chiamaka",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,13–23,Publisher: Sage Publications,YFU4DPA5
Can Research Ethics Codes Be a Conduit for Justice? An Examination of Aboriginal and Torres Strait Islander Guidelines in Australia,Sage Publications Ltd: Research Ethics,18,1,10.1177/17470161211053199,"Zion, Deborah; Matthews, Richard",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,51–63,Publisher: Sage Publications,BMGSVK5B
Reporting and Discoverability of ?Tweets? Quoted in Published Scholarship: Current Practice and Ethical Implications,Research Ethics,18,2,10.1177/17470161221076948,"Mason, Shannon; Singh, Lenandlar",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,93–113,Publisher: Sage Publications,UUCR9QAH
Ethical Issues in Multilingual Research Situations: A Focus on Interview-Based Research,Research Ethics,18,3,10.1177/17470161221085857,"Schembri, Natalie; Jašić, Alma Jahić",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,210–225,Publisher: Sage Publications,PUELBGBG
Ethical Considerations in Social Media Analytics in the Context of Migration: Lessons Learned From a Horizon 2020 Project,Research Ethics,18,3,10.1177/17470161221087542,"Mahoney, Jamie; Louvier, Kahina Le; Lawson, Shaun; Bertel, Diotima; Ambrosetti, Elena",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,226–240,Publisher: Sage Publications,J39QGXV4
Ethical Research Landscapes in Fragile and Conflict-Affected Contexts: Understanding the Challenges,Research Ethics,18,3,10.1177/17470161221094134,"Shanks, Kelsey; Paulson, Julia",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,169–192,Publisher: Sage Publications,JLG6GSTI
Safeguarding Research Staff ?in the Field?: A Blind Spot in Ethics Guidelines,Research Ethics,19,1,10.1177/17470161221131494,"Grasham, Catherine Fallon; Picot, Laura E.; Kuhnt, Jana; Kaplan, Lennart",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,18–41,Publisher: SAGE Publications,8MAPSPY4
The Algorithm Audit: Scoring the Algorithms That Score Us,Big Data and Society,8,1,10.1177/2053951720983865,"Davidovic, Jovana; Brown, Shea; Hasan, Ali",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,,Publisher: Sage Publications,TFPHDLBC
Reading Datasets: Strategies for Interpreting the Politics of Data Signification,Big Data and Society,8,2,10.1177/20539517211029322,"Poirier, Lindsay",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,,Publisher: Sage Publications,H35D8YIC
Four Investment Areas for Ethical Ai: Transdisciplinary Opportunities to Close the Publication-to-Practice Gap,Big Data and Society,8,2,10.1177/20539517211040197,"Borg, Jana Schaich",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,,Publisher: Sage Publications,2NTB4CXD
The Great Transformer: Examining the Role of Large Language Models in the Political Economy of Ai,Big Data and Society,8,2,10.1177/20539517211047734,"Denkena, Wiebke; Luitse, Dieuwertje",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,,Publisher: Sage Publications,CGEAI8ED
Big Data and Belmont: On the Ethics and Research Implications of Consumer-Based Datasets,Big Data and Society,8,2,10.1177/20539517211048183,"Stewart, Remy",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,,Publisher: Sage Publications,DGKTPSCR
Co-Design and Ethical Artificial Intelligence for Health: An Agenda for Critical Research and Practice,Big Data and Society,8,2,10.1177/20539517211065248,"Donia, Joseph; Shaw, James A.",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,,Publisher: Sage Publications,97IX92UR
"Justice, Injustice, and Artificial Intelligence: Lessons From Political Theory and Philosophy",Big Data and Society,9,1,10.1177/20539517221080676,"Rafanelli, Lucia M.",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,,Publisher: Sage Publications,LC4TJTGP
Ai Ethics and Data Governance in the Geospatial Domain of Digital Earth,Big Data and Society,9,2,10.1177/20539517221138767,"Micheli, Marina; Gevaert, Caroline M.; Carman, Mary; Craglia, Max; Daemen, Emily; Ibrahim, Rania E.; Kotsev, Alexander; Mohamed-Ghouse, Zaffar; Schade, Sven; Schneider, Ingrid; Shanley, Lea A.; Tartaro, Alessio; Vespe, Michele",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,,Publisher: SAGE Publications,5XLLZ7BN
Aiming at the Good Life in the Datafied World: A Co-Productionist Framework of Ethics,Big Data and Society,9,2,10.1177/20539517221139782,"Boenig-Liptsin, Margarita",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,,Publisher: SAGE Publications,VGBHKCRI
Effectiveness of Data Auditing as a Tool to Reinforce Good Research Data Management (Rdm) Practice: A Singapore Study,BMC Medical Ethics,22,1,10.1186/s12910-021-00662-y,"Ali, Yusuf; Lee, Ser Lin Celine; Lau, Hui Xing",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1–8,Publisher: BioMed Central,VMX525HI
Preprints in Times of Covid19: The Time is Ripe for Agreeing on Terminology and Good Practices,BMC Medical Ethics,22,1,10.1186/s12910-021-00667-7,"Newton, Paul N.; Hoffmann, Tammy; Bottieau, E.; Horby, Peter W.; Merson, Laura; Palmero, Ana; Jesani, Amar; Durán, Carlos E.; Ahmad, Aasim; Guerin, Philippe J.; Singh, Jerome Amir; Zaman, Muhammad H.; Caillet, Céline; Ravinetto, Raffaella",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,1–5,Publisher: BioMed Central,NBB8V23P
Personalized and Long-Term Electronic Informed Consent in Clinical Research: Stakeholder Views,BMC Medical Ethics,22,1,10.1186/s12910-021-00675-7,"Huys, Isabelle; Geerts, David; Borry, Pascal; Sutter, Evelien De",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,1–12,Publisher: BioMed Central,EEHWG29S
How to Navigate the Application of Ethics Norms in Global Health Research: Reflections Based on Qualitative Research Conducted with People with Disabilities in Uganda,BMC Medical Ethics,22,1,10.1186/s12910-021-00710-7,"Zarowsky, Christina; Godard, Béatrice; Zinszer, Kate; Ringuette, Louise; Mac-Seing, Muriel",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1–7,Publisher: BioMed Central,T4NB2B7F
Who?s Afraid of Genetic Tests?: An Assessment of Singapore?s Public Attitudes and Changes in Attitudes After Taking a Genetic Test,BMC Medical Ethics,23,1,10.1186/s12910-022-00744-5,"McGonigle, Ian; Kim, Hie Lim; Vimal, Manoj; Jolly, Shreshtha; Cheung, Ross",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–8,Publisher: BioMed Central,I2D48XLP
Ethical Values and Principles to Guide the Fair Allocation of Resources in Response to a Pandemic: A Rapid Systematic Review,BMC Medical Ethics,23,1,10.1186/s12910-022-00806-8,"Carroll, Áine; McGovern, Cliona; Nolan, Maeve; O?Brien, Áine; Aldasoro, Edelweiss; O?Sullivan, Lydia",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,1–11,Publisher: Biomed Central,VE7ES39Q
What Outcomes of Moral Case Deliberations Are Perceived Important for Healthcare Professionals to Handle Moral Challenges? A National Cross-Sectional Study in Paediatric Oncology,BMC Medical Ethics,23,1,10.1186/s12910-022-00851-3,"Pergert, Pernilla; Molewijk, Bert; Billstein, Isabelle; Bartholdson, Cecilia",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,1–11,Publisher: Biomed Central,M8QU9M29
Opportunities and Challenges of Self-Binding Directives: An Interview Study with Mental Health Service Users and Professionals in the Netherlands,BMC Medical Ethics,24,1,10.1186/s12910-023-00915-y,"Melle, Laura van; Ham, Lia van der; Voskes, Yolande; Widdershoven, Guy; Scholten, Matthé",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–11,Publisher: BMC,9B2BYCDS
Moral Distress and Positive Experiences of Icu Staff During the Covid-19 Pandemic: Lessons Learned,BMC Medical Ethics,24,1,10.1186/s12910-023-00919-8,"Zuylen, Mark L. van; Snoo-Trimp, Janine C. de; Metselaar, Suzanne; Dongelmans, Dave A.; Molewijk, Bert",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–17,Publisher: BMC,3AVQTDIY
On the Relevance of (the New) Phenomenology to an Ethics of Health Promotions: Toward a Prudent Balance of Understanding and Explanation,"Philosophy, Ethics and Humanities in Medicine",18,1,10.1186/s13010-023-00135-7,"Röhrich, Christina; Kohls, Nikola B.; Krüger, Eckard; Giordano, James",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,1–9,Publisher: BioMed Central,GNV44HVN
The Government of Evil Machines: An Application of Romano Guardini?s Thought on Technology,Scientia et Fides,9,1,10.12775/setf.2021.010,"Beltramini, Enrico",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,257–281,,F7JB2LVP
"For a Science-Oriented, Socially Responsible, and Self-Aware Ai: Beyond Ethical Issues",Laboratorio Dell'ispf,2022,,10.12862/lab22csc,"Castelfranchi, Cristiano",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,,Publisher: Consiglio Nazionale delle Ricerche (CNR),9BJFQJ9Y
Grateful Patient Philanthropy: A Challenge to Organizational Ethics,Narrative Inquiry in Bioethics,12,1,10.1353/nib.2022.0016,"Culbertson, Richard",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,47–52,,YBYESS6Z
"When is Enough, Enough?",Narrative Inquiry in Bioethics,13,1,10.1353/nib.2023.0020,"Homsy, Megan",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,3–4,,UQ8B8YNW
Environmentalizing Bioethics: Planetary Health in a Perfect Moral Storm,Perspectives in Biology and Medicine,65,4,10.1353/pbm.2022.0048,"Gardiner, Stephen M.",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,569–585,,IRGNJ48B
Protecting Practitioners in Stressed Systems: Translational Bioethics and the Covid-19 Pandemic,Perspectives in Biology and Medicine,65,4,10.1353/pbm.2022.0055,"Buchbinder, Mara; Berlinger, Nancy; Jenkins, Tania M.",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,637–645,,S6H2AQVQ
Pretending to Be Good: Explaining Wei ? in the Xunzi,Philosophy East and West,72,3,10.1353/pew.2022.0053,"Constantino, Nicholas",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,671–692,,KY7H6VQM
Anthropocene Horcruxes: Toward a Theory of Distributed Identities,Substance,51,2,10.1353/sub.2022.0014,"Wilde, Niels",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,73–89,,J5JCL6EF
Ethics and Affect in Resistance to Democratic Regressions,Analyse & Kritik,45,1,10.1515/auk-2023-2008,"Wolkenstein, Fabio",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,85–109,Publisher: De Gruyter,QR65UDHL
The Global Governance of Artificial Intelligence: Some Normative Concerns,Moral Philosophy and Politics,9,2,10.1515/mopp-2020-0046,"Erman, Eva; Furendal, Markus",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,267–291,Publisher: De Gruyter,5W5XNP4E
Domesticating Artificial Intelligence,Moral Philosophy and Politics,9,2,10.1515/mopp-2020-0054,"Müller, Luise",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,219–237,Publisher: De Gruyter,XDMC2LBV
An Institutionalist Approach to Ai Ethics: Justifying the Priority of Government Regulation Over Self-Regulation,Moral Philosophy and Politics,9,2,10.1515/mopp-2020-0056,"Ferretti, Thomas",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,239–265,Publisher: De Gruyter,NYF9CSIE
Ethical Challenges of Artificial Intelligence in Health Care: A Narrative Review,"Ethics in Biology, Engineering and Medicine",12,1,10.1615/ethicsbiologyengmed.2022041580,"Hui, Aaron T.; Ahn, Shawn S.; Lye, Carolyn T.; Deng, Jun",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,55–71,,YSK3JIPY
"Ethics, Information Manipulation and Cyber Security in Social Media",Akademik \.Incelemeler Dergisi,16,2,10.17550/akademikincelemeler.958167,"Tekke, Aynur; Lale, Aybala",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,44–62,,DQ9CQNH3
The Covid-19 Pandemic and Climate Change: Some Lessons Learned on Individual Ethics and Social Justice,Revista Portuguesa de Filosofia,77,2-3,10.17990/rpf/2021\emph772_0691,"Corvino, Fausto",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,691–714,,79TW3E7F
Radically Hopeful Thinking for a Wicked Covid-19 Pandemic Problem,Revista Portuguesa de Filosofia,77,2-3,10.17990/rpf/2021\emph772_0751,"Hole, Benjamin",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,751–768,,EKDZHIKW
Consciousness with Body and Soul: An Attempt at Cohen?s Never-Written Psychology,RUDN Journal of Philosophy,25,3,10.22363/2313-2302-2021-25-3-420-435,"Dober, Hans Martin",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,420–435,,DK8S4P2N
Jaina Ethics and Meditation: Self Purification Process Through Karmic Cycle,RUDN Journal of Philosophy,26,2,10.22363/2313-2302-2022-26-2-305-324,"Mukherjee, Asha",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,305–324,,3FAV6R4B
(Re)Considering Geoengineering in an Ethical Biocultural Framework,Studia Universitatis Babes?-Bolyai Philosophia,68,2,10.24193/subbphil.2023.2.02,"Simion, Radu",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,15–32,,GL7MZCNU
Freedom in the Age of Surveillance Capitalism: Lessons From Shoshana Zuboff,Ethics and Bioethics (in Central Europe),11,1-2,10.2478/ebce-2021-0004,"Laniuk, Yevhen",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,67–81,Publisher: Sciendo,8JBDZ6LA
Ethical Implications of Procedural or Protocol Adjustments to Clinical Research Involving the Participation of Human Subjects During the Covid-19 Pandemic,Ethics and Bioethics (in Central Europe),11,3-4,10.2478/ebce-2021-0018,"Jedličková, Anetta",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,181–195,Publisher: Sciendo,NYZ7X5V9
"Review of Data Ethics, C. Stückelberger / P. Duggal",Journal of Ethics in Higher Education,2,,10.26034/fr.jehe.2023.4033,"Green, Erin; Haaz, Ignace",2023,,journalArticle,,,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,131–143,,QUE2HFN6
From Data Ethics to Data Justice in/as Pedagogy,Studies in Social Justice,15,3,10.26522/ssj.v15i3.2546,"Zeffiro, Andrea",2021,,journalArticle,,,2021,2023-11-06 14:05:09,2023-11-06 14:05:09,450–457,,AJ9ZF6TR
Well-Being as Need Satisfaction,Journal of Ethics and Social Philosophy,21,3,10.26556/jesp.v21i3.1283,"Fardell, Marlowe",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,,,CM7Z5TZC
Karen J. Warren: Her Work in the Making of Ecofeminism,Ethics and the Environment,28,1,10.2979/een.2023.a899187,"Glazebrook, Tricia",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,1–11,,FCWZG9YU
Pay No Attention to That Man Behind the Curtain: An Ethical Analysis of the Monetization of Menstruation App Data,International Journal of Feminist Approaches to Bioethics,14,2,10.3138/ijfab-2021-03-22,"Hood, Amelia; Gross, Marielle S.; Corbin, Bethany",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,144–156,,UUZJVUUF
Argumentation Schemes: From Genetics to International Relations to Environmental Science Policy to Ai Ethics,Argument and Computation,12,3,10.3233/aac-210551,"Green, Nancy L.",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,397–416,,FB5AC3EX
Ethical Issues in Biomedical Research in Nigeria: A Systematic Review,Bangladesh Journal of Bioethics,12,1,10.3329/bioethics.v12i1.51904,"Ikeagwulonu, Chinaza Richard; Uneke, Chigozie Jesse; Uchejeso, Obeta Mark",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,35–48,,AATPHVBF
Neurosurgical Robots and Ethical Challenges to Medicine,Ethics in Science and Environmental Politics,21,,10.3354/esep00197,"Saniotis, Arthur; Henneberg, Maciej",2021,,journalArticle,,,2021,2023-11-06 14:05:10,2023-11-06 14:05:10,25–30,,7UXE3VDK
Machine Learning and its Impact on Psychiatric Nosology: Findings From a Qualitative Study Among German and Swiss Experts,Philosophy and the Mind Sciences,4,,10.33735/phimisci.2023.9435,"Starke, Georg; Elger, Bernice Simone; Clercq, Eva De",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,,,FSYQIDAZ
Vulnerable Integrity,De Ethica,7,3,10.3384/de-ethica.2001-8819.237347,"Ott, Tabea; Dabrock, Peter",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,47–60,,W9IRWKUL
And That?s Not All: (Sur)Faces of Justice in Philosophy of Education,Philosophies,6,10,10.3390/philosophies6010010,"Papastephanou, Marianna",2021,,journalArticle,,,2021,2023-11-06 14:05:11,2023-11-06 14:05:11,10,Publisher: Mdpi,84HAHZMQ
The Ai Carbon Footprint and Responsibilities of Ai Scientists,Philosophies,7,4,10.3390/philosophies7010004,"Tamburrini, Guglielmo",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,4,Publisher: Mdpi,AM9KVNUI
Review of the Concepts of Ethics and Morals in Light of Sdg 8,Philosophies,8,4,10.3390/philosophies8040061,"Jaspe, Javier; Ortega, Ana",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,61,Publisher: Mdpi,VJADKZVR
"Ética, Tecnología y Desafíos de Futuro",Human Review. International Humanities Review / Revista Internacional de Humanidades,11,Monográfico,10.37467/revhuman.v11.4076,"Villalobos-Antúnez, José Vicente; Guerrero-Lobo, José Francisco; Prats-Palma, Belisario; Rojas-Torrejón, Francisco",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,1–15,,8GB8AT4T
Engaging with Patronage and Corruption in a Corona-Defined World,HTS Theological Studies,77,4,10.4102/hts.v77i4.6555,"Nel, Marius J.",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,1–9,,S8QTT42D
?Roušky s Tulkou?: Věda a Etika V Liminalit\ve,Teorie Vědy / Theory of Science,44,2,10.46938/tv.2022.527,"Jetmarová, Jana; Trčka, Michal",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,217–251,,ZLV4IVQN
Din Kültürü Ve Ahlak Bilgisi Öugretmenlerine Göre Salgın Döneminde Uzaktan Eğitim,Tasavvur - Tekirdag Theology Journal,7,1,10.47424/tasavvur.916587,"Çakmak, Ahmet; Uzunpolat, Yakup",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,855–892,,79KFF98V
Un Modelo Para Favorecer la Ética y Las Buenas Prácticas En Investigación Global e Intercultural: Aplicaciones En México y Chile,Persona y Bioética,25,2,10.5294/pebi.2021.25.2.4,"Guerra, Cristobal; Pinto-Cortez, Cristian; Peña, Fabiola; Toro, Edgardo; Calia, Clara; Reid, Corinne; Grant, Liz",2022,,journalArticle,,,2022,2023-11-06 14:09:49,2023-11-06 14:09:49,2524–2524,,C86QQIM2
Ethical Guidelines for the Use of Artificial Intelligence and the Challenges From Value Conflicts,Etikk I Praksis - Nordic Journal of Applied Ethics,1,,10.5324/eip.v15i1.3756,"Petersen, Thomas Søbirk",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,25–40,,XB7MYAMR
Ethical Challenges of Social Work in Spain During Covid-19,Etikk I Praksis - Nordic Journal of Applied Ethics,1,,10.5324/eip.v17i1.5038,"Úriz, María-Jesús; Viscarret, Juan-Jesús; Ballestero, Alberto",2023,,journalArticle,,,2023,2023-11-06 14:10:24,2023-11-06 14:10:24,45–57,,S7S3MCMN
"Reality, Unreality, and Artistic Deception: The Ethical Dimensions of the Knowledge Organization of Art Documentation",Knowledge Organization,47,8,10.5771/0943-7444-2020-8-631,"Lee, Deborah",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,631–645,Publisher: Nomos Verlagsgesellschaft mbH & Co. KG,QPJI229I
Artificial Instinct: Lem?s Robots as a Model Case for Ai,Pro-Fil,22,Special Issue,10.5817/pf21-3-2423,"Zebrowski, Robin",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,92–102,,2SSS7ZUF
Refining the Ethics of Leadership-as-Practice,Business and Professional Ethics Journal,41,1,10.5840/bpej20224112,"Raelin, Joseph A.",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,139–156,,TXUT2RYI
What an Ethics Management Program Cannot Sufficiently Address in an African Context,Business and Professional Ethics Journal,41,2,10.5840/bpej2022617121,"Vivier, Elme; Painter, Mollie; Pogrund, Gideon; Myres, Kerrin",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,287–314,,6W4IK5T2
Ethical Leadership and Employees? Ethical Behavior,Business and Professional Ethics Journal,42,1,10.5840/bpej202344135,"Halbusi, Hussam Al; Alhaidan, Homoud; Ramayah, T.; AlAbri, Salem",2023,,journalArticle,,,2023,2023-11-06 14:10:26,2023-11-06 14:10:26,1–31,,MVWUW7QA
Why Should Ethical Behaviors Be the Ultimate Goal of Engineering Ethics Education?,Business and Professional Ethics Journal,42,1,10.5840/bpej202346136,"Clancy, Rockwell Franklin; Zhu, Qin",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,33–53,,4WTVSKX8
Integrity and Agency: Negotiating New Forms of Human-Nature Relations in Biotechnology,Environmental Ethics,43,1,10.5840/enviroethics202143020,"Preston, Christopher; Antonsen, Trine",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,21–41,,XYV47TAI
Moral Machines,International Journal of Applied Philosophy,36,1,10.5840/ijap2023220180,"Stockman, Caroline; Vieira, Paulo",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,97–112,,2GSBGWTT
Active Learning-Reflective Exercises for Face-to-Face and Remote Delivery of Governance and Business Ethics Classes,Journal of Business Ethics Education,18,,10.5840/jbee20211810,"Wood, Larry A.; Hedges, Peggy L.",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,181–198,,EQHY78DC
The Need to Personalise Business Ethics Education,Journal of Business Ethics Education,19,,10.5840/jbee2022199,"McGrane, Fódhla",2022,,journalArticle,,,2022,2023-11-06 14:09:51,2023-11-06 14:09:51,153–168,,6BT5R3HU
Social Trust and the Ethics of Our Institutions,Journal of the Society of Christian Ethics,42,2,10.5840/jsce2022101067,"Keenan, James F.",2022,,journalArticle,,,2022,2023-11-06 14:09:50,2023-11-06 14:09:50,245–263,,KG3KSDG5
The Coronavirus Pandemic: Ethical Challenges in Global Public Health,Journal of the Society of Christian Ethics,42,1,10.5840/jsce202271356,"Vicini, Andrea",2022,,journalArticle,,,2022,2023-11-06 14:09:48,2023-11-06 14:09:48,35–55,,74KJC4FK
Data Ethics in Catholic Health Systems,The National Catholic Bioethics Quarterly,22,2,10.5840/ncbq202222225,"Barina, Rachelle; Gremmels, Becket; Miller, Michael; Kockler, Nicholas; Repenshek, Mark; Ostertag, Christopher",2022,,journalArticle,,,2022,2023-11-06 14:09:47,2023-11-06 14:09:47,289–317,,PQ8GGVX6
"Commentary on Revisions to the Ethical and Religious Directives, Part Four",The National Catholic Bioethics Quarterly,23,2,10.5840/ncbq202323223,"Ecret, DiAnn; Winsor, Tracy; Zalot, Jozef D.",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,285–302,,GV8GVREM
Trust Architectures in Research,Res Philosophica,100,4,10.5840/resphilosophica2023928105,"Rasmussen, Lisa M.",2023,,journalArticle,,,2023,2023-11-06 14:10:27,2023-11-06 14:10:27,497–514,,XDZE5SB4
The Moral Status of Agi-Enabled Robots: A Functionality-Based Analysis (1st edition),Symposion: Theoretical and Applied Inquiries in Philosophy and Social Sciences,10,1,10.5840/symposion20231014,"Hussain, Mubarak",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,105–127,,2LF63S9J
Las Dimensiones Éticas de Los Sistemas de Valoración y Difusión Científica En El Área de Filosofía Moral,Daimon: Revista Internacional de Filosofía,83,,10.6018/daimon.361811,"Feenstra, Ramón A.; Pallarés-Domínguez, Daniel",2021,,journalArticle,,,2021,2023-11-06 14:05:13,2023-11-06 14:05:13,37–55,,2ARU44PK
?Automatizando la Mejora Moral? La Inteligencia Artificial Para la Ética,Daimon: Revista Internacional de Filosofía,89,,10.6018/daimon.508771,"Rueda, Jon",2023,,journalArticle,,,2023,2023-11-06 14:10:25,2023-11-06 14:10:25,199–209,,XCTNCW72
Ética Digital Discursiva: De la Explicabilidad a la Participación,Daimon: Revista Internacional de Filosofía,90,,10.6018/daimon.562821,"Marzá, Domingo García",2023,,journalArticle,,,2023,2023-11-06 14:10:28,2023-11-06 14:10:28,99–114,,CFSPCB4W
Democracia y Digitalización: Implicaciones Éticas de la Ia En la Personalización de Contenidos a Través de Interfaces de Voz,Recerca.Revista de Pensament I Anàlisi,26,2,10.6035/recerca.4666,"Esteban, Luis Miguel Pedrero; Escoda, Ana Pérez",2021,,journalArticle,,,2021,2023-11-06 14:05:12,2023-11-06 14:05:12,,,9IRM9N2V
